Object	Cont_Flag	RAJ2000	DEJ2000	X	Y	Label_Flag	Info
line	+	271.04043762055153	-24.01082541930807	0.0	0.0	false	
line	+	271.037274848512	-24.002127694621596	0.0	0.0	false	
line	+	271.03411250243244	-23.993429903280735	0.0	0.0	false	
line	+	271.026190612374	-23.986176298433847	0.0	0.0	false	
line	+	271.01667793797475	-23.983267895161717	0.0	0.0	false	
line	+	271.00557564483137	-23.98325528073963	0.0	0.0	false	
line	+	270.9928851473543	-23.98468899265766	0.0	0.0	false	
line	+	270.9833665199492	-23.986125863953784	0.0	0.0	false	
line	+	270.9738381585443	-23.99335860347728	0.0	0.0	false	
line	+	270.96747632580855	-24.00349352022449	0.0	0.0	false	
line	+	270.9595346977253	-24.009278497215536	0.0	0.0	false	
line	+	270.9500085691757	-24.013611518346732	0.0	0.0	false	
line	+	270.9389036575922	-24.013594060142882	0.0	0.0	false	
line	+	270.92779874862447	-24.01357579529505	0.0	0.0	false	
line	+	270.91669384239026	-24.013556723804033	0.0	0.0	false	
line	+	270.9071753535977	-24.013539734790196	0.0	0.0	false	
line	+	270.8976601094183	-24.012073040279034	0.0	0.0	false	
line	+	270.88974478532566	-24.004812372672937	0.0	0.0	false	
line	+	270.8834165694455	-23.99755443041466	0.0	0.0	false	
line	*	270.87080122295356	-23.967097514396627	0.0	0.0	false	
